K 5th I-TDS	Des D 50eV	err Des D+mask final
T sample	D m-2 s-1	
5th I-TDS	5th I-TDS	5th I-TDS
1249.62685124463	1.17187858273879E16	2.87995325966459E15
1251.96903596697	1.27643087295645E16	2.88636984091621E15
1253.52819037081	1.1988542180181E16	2.77214052108231E15
1255.71923965191	1.16742956256487E16	2.84153066972809E15
1257.33587650204	1.3654627473852E16	2.98478431810408E15
1259.14157146423	1.26537521921696E16	3.05257069478249E15
1261.04768101049	1.41616921987382E16	3.04853197502464E15
1263.09838613611	1.38801771592856E16	3.05709057363284E15
1264.71695506158	1.27615215653235E16	2.99464694559279E15
1266.72347525802	1.50503491022539E16	3.18365749799696E15
1268.62987380164	1.6143180732603E16	3.15725741438165E15
1270.19220926266	1.48729281966751E16	3.17474019684226E15
1272.38506629109	1.70035414965196E16	3.26975059663723E15
1274.00097086612	1.50111735611932E16	3.26508499998565E15
1276.29004477736	1.4222869223359E16	3.1296170493717E15
1277.56055851786	1.7751889158481E16	3.24472840516246E15
1279.80081281929	1.56898920752493E16	3.24375501856314E15
1281.65205555299	1.7289274426471E16	3.292070031813E15
1283.48942351337	1.78982533395503E16	3.41561232057707E15
1285.57591733193	1.72774769168569E16	3.41576691328981E15
1287.50448071005	1.80618128584788E16	3.44916554134596E15
1289.14461245669	1.85293591456398E16	3.36411138348562E15
1291.11894376918	1.69836954145629E16	3.26265619746169E15
1293.18530026624	2.1327527282671E16	3.47098374566502E15
1294.67099844596	1.96791335065296E16	3.43540411366939E15
1296.33645905052	2.11742930462433E16	3.36926352824372E15
1298.38403762141	1.95458585201173E16	3.38401809617001E15
1300.23022983481	2.19745687160278E16	3.52089732864818E15
1301.97283171962	2.02421417541121E16	3.43989911353375E15
1304.17529209136	2.11235340267675E16	3.42537906429153E15
1305.85846791803	2.07477137125548E16	3.34006198108876E15
1307.71232214394	2.40299384223053E16	3.53675771006531E15
1309.05410376968	2.24157689276871E16	3.46857896147114E15
1311.22215520609	2.42866839325252E16	3.53343194579841E15
1312.81694196744	2.46238916144792E16	3.57762747093363E15
1314.72033043341	2.33058572962563E16	3.46765448241223E15
1316.43641153709	2.30368923479403E16	3.3567747676909E15
1318.08951792259	2.34813288787659E16	3.4803205966228E15
1320.18103119983	2.75501695062481E16	3.60589653728604E15
1321.71588485219	2.43060215934198E16	3.49997024485072E15
1323.45500731427	2.51504385282786E16	3.57005086740563E15
1325.2260345151	2.51192427034923E16	3.4658903458587E15
1326.30297012297	3.13304103606077E16	3.55730515882352E15
1328.11993123097	2.7008289531882E16	3.43625314214225E15
1329.50848902846	2.72395389574803E16	3.36576843737007E15
1331.6587383896	2.87928708703595E16	3.38693860087507E15
1333.13088850382	2.83379033215403E16	3.27122841677125E15
1334.82124440987	2.89086896159459E16	3.18396848893736E15
1336.25386741055	2.881914004098E16	3.1840125396562E15
1337.5522784331	3.40149895555893E16	3.33030820447794E15
1339.28595367277	3.10998815094596E16	3.15862249650775E15
1340.57769514847	3.36126861925345E16	3.3016628760496E15
1342.37013524533	3.27536593903982E16	3.10674267647377E15
1343.61394213292	3.27934205065276E16	3.06155799308718E15
1345.01425182596	3.43246541736018E16	3.11246893655837E15
1346.456809436	3.48500034518487E16	3.08604143280597E15
1347.58865908881	3.9144556670323E16	3.18071675272668E15
1348.87263339267	3.64810833291844E16	3.12333069085918E15
1350.18508857522	4.07756365476587E16	3.25190379084015E15
1351.59158093984	3.88537483982302E16	3.23081502545359E15
1352.92663001028	3.9828552937E16	3.17404512728098E15
1354.07078256505	3.61580636208796E16	3.01770471462417E15
1354.30474457949	3.61609761028877E16	3.01495550404434E15
1354.33138509028	3.54236735568491E16	3.03328505329154E15
1354.65609033611	3.24011757893102E16	2.85042291573814E15
1354.6824624238	3.82709186740628E16	3.09992778590149E15
1354.91889253006	3.23987329667038E16	2.86985515569473E15
1354.97774084659	2.78046105311345E16	2.66109950018126E15
1354.8271443195	3.12282678668033E16	2.83012886264363E15
1354.6824624238	3.02273884842256E16	2.81355614514664E15
1353.7744870575	2.59431319010469E16	2.5866497480371E15
1352.68393084682	2.76115012717229E16	2.60261557654498E15
1351.31229456605	2.37394901346568E16	2.53937768944573E15
1349.17389587883	2.26350995722026E16	2.36674028064667E15
1346.52768657491	2.13962042867956E16	2.41812405451189E15
1343.39158854671	1.99350590983014E16	2.3704473605155E15
1339.25124793513	1.84756452537597E16	2.34008361408784E15
1335.18344000903	1.44267802208121E16	2.11419353781142E15
1329.83935346239	1.5576468734002E16	2.2063688900711E15
1324.84597641877	1.42213228108165E16	2.18426411341893E15
1318.53366864219	1.12132208793561E16	2.10856118767677E15
1311.99997783102	1.01779946124751E16	1.91117289703412E15
1305.10781548081	1.03124262845488E16	1.98461707779464E15
1297.9536605288	6.9701451278714E15	1.76987267305987E15
1290.35603738372	6.91559686834549E15	1.82614315960146E15
1282.90663700115	5.02942576688375E15	1.70505613764904E15
1275.17347231898	6.7865493010689E15	1.80344189433333E15
1267.31096262298	7.28806898955836E15	1.84287502831292E15
1260.31619582624	4.69087672144885E15	1.73592205997773E15
1252.15696401721	4.76713191946184E15	1.63570647165812E15
1244.90731693748	3.25844352618159E15	1.61057269123313E15
1237.63694816634	3.99648635105676E15	1.6903685685285E15
1230.42132658572	4.3442660008955E15	1.70423018236544E15
1223.28934568753	3.94896769258057E15	1.60741006600683E15
1215.98916238077	2.95913743290538E15	1.59428212567533E15
1209.45438450797	2.67911515989627E15	1.56802786195019E15
1203.43837480954	3.28957863762851E15	1.67365843558521E15
1197.05402417833	1.87476347393869E15	1.63106834651813E15
1191.0062430502	1.3241913515766E15	1.51833389131251E15
1185.37000616427	2.18053675359755E15	1.46962490901182E15
1179.33216379776	1.45339032181586E15	1.62372735543146E15
1174.14424620549	1.67084366913354E15	1.59711566975887E15
1168.51448169258	470828240699307	1.28453303695419E15
1163.09876517434	534541549366260	1.40809773615012E15
1158.29619787943	752233474192850	1.46106167893075E15
1153.04474566998	83679370099739.8	1.46606616581503E15
1149.25197310112	914061649168915	1.46934621523677E15
1143.97482179647	506460029016866	1.49915314819964E15
1139.20341951132	937063785543520	1.48312361140788E15
1134.50630083002	1.04702510110902E15	1.53176350527059E15
1129.99538498609	95699853731641.2	1.36883417215171E15
1125.75217938332	432907535685696	1.4488650446594E15
1121.74379126382	-377620956296.949	1.3395231869568E15
1117.49529822338	-31812023251481.8	1.41511526448194E15
1113.29920963415	233184528852252	1.51691642076371E15
1109.74388282039	-22169819092600.6	1.40199151941517E15
1105.53368801055	-525157727715706	1.34378917435948E15
1101.57663253621	-68434288634186.5	1.3536306349726E15
1098.1304313398	-240766961335119	1.37674538374692E15
1094.15095750253	-1.09999133202741E15	1.25516787344909E15
1090.50249849264	-478758317854490	1.32143562204864E15
1087.10869365415	-488230741510628	1.46022270860488E15
1083.27352651767	-220487234028768	1.37720588654123E15
1079.80224731664	278046921573643	1.43791170470842E15
1076.28643357574	508280735746273	1.48148019694178E15
1073.22483411192	-1.03463193905724E15	1.30386437062524E15
1069.75659241822	-214821627872744	1.41286631444246E15
1066.6580745621	88400350066973.7	1.55774789361533E15
1063.30903440717	-618617757371038	1.33197954137297E15
1060.17154535442	-623891468158443	1.2482902451242E15
1056.8202824544	-1.20962146556364E15	1.29112851718849E15
1053.87728423177	-211880345682002	1.44857723400795E15
1051.01373457011	-762411459091171	1.45355544128216E15
1047.77918212132	-531400611001772	1.26060649079464E15
1045.2383523175	-1.29527970217593E15	1.35471150589687E15
1041.83363205143	-239184832114630	1.48320443508286E15
1038.9172836425	-517714338680218	1.33508321391506E15
1036.12048580379	-960555851781207	1.32341000292433E15
1033.73298935092	-1.42830386745537E15	1.39760935208436E15
1031.01276299471	-1.6713549035631E15	1.27432766097656E15
1027.6679953176	0	1.40430648355832E15
1025.18799628897	0	1.26607136932582E15
1022.74509445976	0	1.46269700258183E15
1020.25753294395	0	1.31942077638056E15
1017.55927819262	0	1.4169914674089E15
1015.10583542231	0	1.50197669377473E15
1012.10748814385	0	1.34368636106032E15
1010.06426827902	0	1.2912788164744E15
1007.34957974043	0	1.19580066023158E15
1004.88090403098	0	1.39652961715448E15
1002.61847121314	0	1.32246000414103E15
999.722543926739	0	0
997.410717273682	0	0
995.179498574845	0	0
992.607424002862	0	0
989.988905286795	0	0
987.959015242084	0	0
985.544992001315	0	0
983.041532712891	0	0
981.044911121911	0	0
978.705038193905	0	0
976.403224264243	0	0
974.18515842166	0	0
972.305156300159	0	0
969.523222715138	0	0
967.767002310301	0	0
965.621603114419	0	0
963.259000413562	0	0
961.538003680452	0	0
959.21356024877	0	0
957.100151401707	0	0
955.028210447255	0	0
953.039101551599	0	0
951.005546570216	0	0
948.926448188274	0	0
946.931547270669	0	0
944.977827530389	0	0
942.84759270654	0	0
941.194589069156	0	0
939.495745416006	0	0
937.490999521677	0	0
935.746470724056	0	0
933.738042952784	0	0
931.771316188352	0	0
930.108353676479	0	0
927.744135121299	0	0
926.166612282672	0	0
