K 4th I-TDS	Des D 50eV	err final
T sample	D m-2 s-1	D m-2 s-1
4th I-TDS	4th I-TDS	4th I-TDS
1339.93420655188	4.05665059813179E16	1.1196936564481E15
1341.47887378213	4.29425824148876E16	1.06396222208187E15
1342.88674707012	4.43742363454768E16	1.13101881227258E15
1344.3013337957	3.90673653805232E16	1.13594782811914E15
1345.64786048107	4.04456889447223E16	1.14903604173716E15
1347.07614544047	4.31202822288812E16	1.13441821955451E15
1348.47080568055	4.27553146329746E16	1.175936406588E15
1349.60018557679	4.53563879250097E16	1.15038908532241E15
1350.83566308665	4.49173005791815E16	1.21676874326095E15
1352.15892143787	4.53907972298996E16	1.20345869890634E15
1353.31870775514	4.61848543036731E16	1.21725788693078E15
1354.21802387708	4.58065677845037E16	1.22811711302711E15
1354.51068041447	4.35850161707493E16	1.26665686101165E15
1354.65609033611	4.37258263626939E16	1.27440934648771E15
1354.62969789223	4.34782273263346E16	1.18259148653674E15
1354.77460419285	3.84645644890229E16	1.25326213445236E15
1355.17314939004	4.11020092601615E16	1.26025278786727E15
1354.97774084659	4.03591431024456E16	1.23709721608783E15
1355.08861473744	4.15533796043645E16	1.28979857771868E15
1354.62969789223	3.75446402177932E16	1.29240772132471E15
1353.92293608101	3.50276119596755E16	1.29399955886257E15
1352.71174253397	3.36069535978465E16	1.29754527848649E15
1351.27636133273	2.92373358381425E16	1.27908323571434E15
1349.06865115168	2.78871572622115E16	1.2689971782289E15
1346.10912530022	2.67665698188052E16	1.25640932348957E15
1342.95315107542	2.23314343556029E16	1.26273863785568E15
1338.93829894791	2.06872719017521E16	1.19180330742567E15
1334.73958704151	1.84759923769834E16	1.2178125300698E15
1329.46115848181	1.7024572421536E16	1.19881410261753E15
1324.11269643728	1.52616712444745E16	1.23362956851942E15
1318.3117062251	1.40795059404926E16	1.15728398032824E15
1311.8134958479	1.43864820857051E16	1.12286592045924E15
1304.83254049094	1.12541937940856E16	1.11686773889092E15
1297.33972682432	1.0663336331068E16	1.00640853878147E15
1290.35603738372	1.04607721216255E16	1.01238478860251E15
1282.22449219218	1.0038226525817E16	968802610771234
1274.97441331223	9.26752963403096E15	902433197699770
1267.59914936338	8.25266186947152E15	866487486755213
1259.92832081179	7.01184293641103E15	838200697225485
1252.2122399415	5.8759666482806E15	802814952184687
1244.76417923916	6.78529975735991E15	773890411454675
1237.59314332421	7.04795680818229E15	750268702177323
1230.56276531288	4.58677392237505E15	773324173472299
1223.72133597243	6.3265076880636E15	686077115466825
1216.7495326806	5.20418890070489E15	668963126197870
1210.29347328681	4.34156712471363E15	682367933897634
1204.36560203633	4.53004312422433E15	656406579494932
1198.16115579179	3.13345292966176E15	672129362042994
1192.23854587257	3.7494019186192E15	632865355414326
1186.40721861774	2.45022923537905E15	586880736598448
1180.49267043443	5.2022343092967E15	549791913827163
1175.16453369017	2.46271757058285E15	579163000223990
1169.74709585185	3.27672569258111E15	587545776467130
1164.37164925467	2.29757497598844E15	506328532043631
1159.43205879064	3.04110331208882E15	588826780656632
1154.82057006647	1.59750836914804E15	533476039449453
1149.7689540406	2.02495458152365E15	494334501008470
1145.05074442045	2.18923852734892E15	536203934939624
1140.31175116924	2.10792270262534E15	463275363991031
1135.94448810868	2.4521073786091E15	495575451998059
1131.37885567143	3.0423728310766E15	451713954914996
1127.00615275075	2.33277664484831E15	562375607865027
1122.8699424852	1.03384253911708E15	440233039156637
1118.86256828389	1.55291247315995E15	501540199118374
1114.87817734645	1.83742919227845E15	436254607383880
1110.82172197356	537240897612615	479131838078997
1107.30992932787	1.67228659768404E15	435614136016643
1103.10613308385	1.63701992766398E15	433184021028858
1099.93661036338	254824285540896	451315565541582
1095.95388440698	1.94569935611876E15	446239454162402
1092.59071213255	1.48391400668764E15	461817687771847
1089.07407809508	880514654324011	479131838078997
1085.59829204487	1.11748816865645E15	469781216709924
1082.08842502606	184149312897403	413971632582710
1078.97867620442	147628453942739	440415411341848
1075.35216943334	703431047378064	428380708554093
1072.04099847092	373526068301539	366342336741545
1068.8594538821	149518044190738	424094173500383
1065.80703652272	231497330937853	423165020902097
1062.62427317191	221914197407737	380272020501441
1059.39387635247	1.12019818358452E15	448620398434262
1056.16624898026	1.16544352730016E15	419093606840153
1053.18199956237	611080146166114	420300973630522
1050.48213119423	1.55762306965572E15	419170112585425
1047.41050245912	1.67735062722098E15	356114434053415
1044.58303815425	1.03871138190841E15	359528690484183
1041.58701112961	622976470819826	389153698908949
1038.58836885633	140347064518267	387064980848587
1035.54484998965	767106598869309	355062725838065
1033.15578579841	-203980527707885	345445753507514
1030.35248942722	176699513798439	367278210261396
1027.33826401409	766726388757018	425262716898519
1024.93944231695	542478503498282	423212526023034
1022.20689969913	-49633148453908.5	403811756931423
1019.51068162598	-1639565721129.92	420981952335784
1017.01950166876	378563320767358	420566506414396
1014.39921398607	414253591663014	413971632582710
1011.81642956109	23186605638687	386749851511676
1009.22960783228	1.04146350396077E15	385916989968295
1006.9316039786	969702752057168	414361220910500
1004.46228347951	-318897963298296	348543839548892
1002.07375106904	615101787206248	377651502866433
998.882448684291	923809276371169	408583998038203
996.737299119568	-93805443566400.8	392170057495505
994.505112411235	0	365995522548315
992.35486083779	0	338570958315876
989.862414743955	0	393716770988533
987.451365648467	0	394858277569130
985.163435087435	0	375632592221453
982.701720086221	0	413971632582710
980.576446200325	0	404719726282471
978.193387014234	0	353617188426703
976.190549096688	0	403811756931423
973.843417491073	0	419161297593488
971.321168489485	0	371654770692329
969.437787189832	0	367528687859071
967.2090425648	0	425616373420306
964.634513538636	0	352276326709374
963.13035289287	0	368897984701778
960.807140849604	0	367425444912589
958.652716200582	0	384834429316391
956.754837309902	0	367575733541028
954.811771654973	0	373270225004594
952.477237027476	0	336461952529453
950.745422046434	0	396860718739695
948.795749784249	0	401311366977116
946.58425943784	0	417680455995513
944.934497827757	0	395156863491789
943.325673919601	0	346740195026932
941.019935562231	0	340467514926117
939.235014894774	0	399151461505286
937.098511673853	0	430007401053083
935.527805562562	0	336957281045635
933.519167372523	0	378205395154836
931.552238896189	0	364837103499429
929.714491741963	0	419161297593488
927.876208057926	0	296811751316968
926.035434369886	0	346740195026932
924.280716834804	0	422059461829575
922.613275984796	0	415479802917222
920.857044501197	0	402294771604974
919.142425536638	0	340843938082240
917.163352179258	0	376106688475512
915.75565385177	0	388636353801723
914.126551396189	0	339326008345520
911.834998523495	0	374448653721148
910.644539820864	0	427371722684942
908.835435931219	0	340559610839085
907.070287987273	0	372530521559508
905.347202794893	0	379718833172602
903.756459080689	0	369994970063382
902.032627838342	0	424615964332563
900.396192929255	0	411373292414315
898.803155132416	0	383332493688105
897.2977638054	0	383332493688105
895.924328439567	0	412569362986869
894.108412884983	0	325733149251872
892.911758924202	0	421412943155995
891.271465718182	0	404830323101100
890.028779399108	0	341601996650686
888.25465615332	0	352276326709374
887.100721313921	0	412679279029153
885.324531622452	0	429796296981937
883.904153654011	0	375375514561266
882.12690953752	0	360951019395397
880.883019156554	0	368670194439668
879.417221253721	0	437395828700924
878.171786398808	0	371654770692329
876.482629211684	0	392183605677777
874.970519442777	0	332718156683730
873.636593081349	0	363692957752107
872.258076620508	0	384834429316391
		412594901558003
		407072544065594
		411472377625265
		379718833172602
		390054934482738
		382208107780543
		375965905770105
		419732809671188
		383887278515707
		417252201610886
		361902763014980
