K 2nd I-TDS	Des D 50eV	err Des D+mask final
T sample	D m-2 s-1	
2nd I-TDS	2nd I-TDS	2nd I-TDS
1205.11456246023	1.47926398162537E16	2.89571421406898E15
1206.74168605361	1.60008298864408E16	2.96803718454971E15
1208.79650646393	1.69340328168973E16	3.07130639949192E15
1210.7186795223	1.96874482860982E16	3.13992395474328E15
1212.4538209516	1.95077382204166E16	3.19350784148102E15
1214.48125006549	2.0692753131983E16	3.13894298991126E15
1215.94634579473	2.05718740376895E16	3.1246928250647E15
1217.83240571156	2.18475583608875E16	3.22449235163666E15
1219.58300002133	2.09969201655126E16	3.26308095816521E15
1221.62815069755	2.19331085626656E16	3.33119378163448E15
1223.34333302944	2.33852308619266E16	3.36404487766045E15
1224.81303680775	2.38447876956232E16	3.50180758687241E15
1227.06539777058	2.26743661111098E16	3.4200136189241E15
1228.87768550713	2.48150911598775E16	3.45622221473481E15
1231.08517194457	2.54415297455593E16	3.43616518036072E15
1232.67579299205	2.92796114908191E16	3.65099547512596E15
1234.5527493239	2.83722896540175E16	3.64959706136002E15
1236.19224780937	2.72488728178822E16	3.66707408304262E15
1238.45858446057	3.09716786602173E16	3.79942584340159E15
1240.15836961453	2.96829955737015E16	3.75507374461091E15
1241.70658040252	2.97648924892884E16	3.7115714775976E15
1243.982666793	3.06409958584998E16	3.82148246605167E15
1245.77743874495	3.45874217013951E16	3.87538265076996E15
1247.82793044785	3.47871030301569E16	4.02379333666281E15
1249.52747898987	3.65156440003926E16	4.01547521354484E15
1251.42744986868	3.70817589144334E16	4.13573782551812E15
1253.62774487266	3.72927279436067E16	4.03303286477711E15
1255.37608503903	3.73535422248141E16	4.04992486837804E15
1257.28049981697	3.27077781075941E16	3.96236783293457E15
1259.04185128564	3.79571736586616E16	4.0801711077088E15
1261.09201587328	3.84047884270006E16	4.18912573421015E15
1262.95427128183	3.78261519046599E16	4.22803109872395E15
1264.51740362914	4.10035776754026E16	4.32507209362696E15
1266.42417609824	4.00606000920242E16	4.20482045120441E15
1268.18657176653	3.925428105723E16	4.10491161893667E15
1270.39161644668	4.03319061811966E16	4.18039531226304E15
1272.05291114814	4.28352409470494E16	4.29197973754443E15
1273.95671347833	3.99652542332642E16	4.10780437384276E15
1276.00267234638	4.45158909867587E16	4.27422901897626E15
1277.75933489739	4.34525593109462E16	4.28843186366165E15
1279.75670344844	4.31307580873143E16	4.28999545958015E15
1281.55295165992	4.36765607728413E16	4.31727725572625E15
1283.8301495648	4.41137808494146E16	4.1907568462E15
1285.52106746117	4.32845866010891E16	4.25252272748334E15
1287.21985116801	4.62997928233472E16	4.34217868723786E15
1289.19922391479	4.25423058255171E16	4.20193430811148E15
1290.92284806709	4.60174167395934E16	4.32257500304369E15
1292.94637974644	4.7955127333353E16	4.349187154057E15
1294.75763832782	4.98089777841808E16	4.30153551292364E15
1296.81136476912	4.76345255590009E16	4.3332634718381E15
1298.28723580472	4.8995979108536E16	4.33162073088749E15
1300.23022983481	4.53296380154497E16	4.22076633014888E15
1301.97283171962	4.46925870372543E16	4.27719401007532E15
1304.03733663829	5.17613021184205E16	4.38156656391984E15
1305.76340161003	4.95384685517195E16	4.18490943260646E15
1307.48114424851	4.96923379534572E16	4.1920685263441E15
1309.43045758203	5.31576538673749E16	4.2141988761341E15
1310.9935909078	5.3533296017182E16	4.18882190287638E15
1312.86856628457	5.49395451542194E16	4.15912759317349E15
1314.94574161044	5.16802495092428E16	3.93918345997035E15
1316.47712131722	5.08049433888037E16	3.9133801219671E15
1318.3117062251	5.37730222599036E16	3.96232039772856E15
1320.22104769067	5.48695215192792E16	3.94242840974896E15
1321.97382481349	5.33349974512371E16	3.94396851017721E15
1323.19912761157	5.13837496377518E16	3.72713153259242E15
1324.97275805101	5.33221145302671E16	3.72986181405818E15
1326.80500862871	5.67241212396568E16	3.7980228268182E15
1328.46355549524	5.72936381359275E16	3.79881351940451E15
1329.83935346239	5.68801518892383E16	3.74834863081539E15
1331.33235157846	5.69726207065192E16	3.78987537699595E15
1333.21369039337	5.36285720423463E16	3.68851126768329E15
1334.86658375783	5.83435207361857E16	3.84261285759417E15
1336.33438568873	5.71526096470396E16	3.72356709386734E15
1337.70237305548	5.5625910591504E16	3.67503848087457E15
1339.32931711307	5.89254217324429E16	3.690009268587E15
1340.54349737489	5.9810243056616E16	3.7784829535174E15
1342.11052337263	6.03307233197515E16	3.69540929341317E15
1343.5069677897	5.77414014944326E16	3.71068802566147E15
1345.08674272905	6.04290546502901E16	3.71367502291023E15
1346.41739791901	5.94589000358822E16	3.61114406728277E15
1347.79702065857	5.90902107005066E16	3.66014286284902E15
1349.00841586618	6.14900955878729E16	3.69021011842206E15
1350.2512823441	6.10067839864226E16	3.65421538792164E15
1351.59158093984	6.13393612307742E16	3.57812701841124E15
1352.68393084682	5.93156637099296E16	3.62476983228541E15
1353.82853806997	5.37425584474146E16	3.33272169009639E15
1354.42446800926	5.48366719317011E16	3.43240007179763E15
1354.42446800926	5.17405567071054E16	3.35521478690161E15
1354.59667873565	5.27235112751277E16	3.40849538718184E15
1354.74172510998	5.29463063949297E16	3.34625940299792E15
1354.80088447878	4.59166752235711E16	3.19152370362328E15
1354.59667873565	4.07755285397901E16	3.01965121040593E15
1354.07078256505	3.8276398971085E16	3.01874774718369E15
1352.64913922341	3.52898819668688E16	2.82267099926453E15
1350.77028196477	3.41298550741211E16	2.83870937395524E15
1348.63796761959	2.83259044901467E16	2.53352574913382E15
1345.93455636416	2.643337160713E16	2.5242869895373E15
1342.32832095716	2.34668056511386E16	2.40512680860066E15
1338.51937238848	2.42940502590488E16	2.43202724965478E15
1334.05679858582	1.88424986045637E16	2.23802860275437E15
1328.83490474399	1.66816653801173E16	2.15673503062833E15
1323.23851743584	1.44441427264899E16	2.01276290521156E15
1317.19853535835	1.33117086522091E16	1.97145445643505E15
1310.4422204579	1.26252051872507E16	2.01347906458132E15
1303.66567117834	9.94222841741322E15	1.77880062004594E15
1296.09884637134	9.65656009537593E15	1.79188876092309E15
1289.04630188549	8.98385270869817E15	1.73855571355015E15
1281.1123913305	8.81746156627943E15	1.7728653300857E15
1273.514094339	6.70094743622307E15	1.73563815462858E15
1265.34886336376	7.22166627686751E15	1.7599949919036E15
1257.96722727357	7.84511926347173E15	1.79252981472333E15
1250.25632648824	6.73609826341498E15	1.61301363238676E15
1242.71772060699	5.16209458060226E15	1.71141170035947E15
1235.27383398324	5.39803134754816E15	1.68653563616638E15
1228.06336106897	4.29731251501581E15	1.46217450477853E15
1221.10025070543	5.05407799893372E15	1.56170716007936E15
1214.57741507269	4.06158656121181E15	1.55403349215657E15
1207.95907088691	3.71798100452826E15	1.56553107574669E15
1201.90262285109	4.29813050816807E15	1.57482576891955E15
1195.44864545773	3.0449258259196E15	1.53140924022371E15
1189.40443527813	3.62382114062479E15	1.54145452978842E15
1183.69940305095	3.93220761492993E15	1.58662628941166E15
1177.75744205643	4.08559986164975E15	1.51977531159727E15
1172.63176126545	3.57696590399846E15	1.54440177488011E15
1166.52486163373	3.65713140944228E15	1.50444257180402E15
1161.6099996837	2.25293364392121E15	1.46825834379955E15
1156.90594548	3.48023702274136E15	1.6033695592345E15
1151.57623378895	1.82745138650637E15	1.33654936538181E15
1147.52793346386	1.94434955134264E15	1.36437740048845E15
1142.73587817934	3.27862547413304E15	1.47860960632119E15
1137.5964694911	2.00380036300296E15	1.43427273395E15
1133.28084553814	2.71326055773814E15	1.416864765094E15
1128.93764952339	1.89636948886865E15	1.37881667281654E15
1124.37645301322	2.14335537871706E15	1.49694647949164E15
1120.11808020729	2.36919733279612E15	1.41684958154899E15
1116.4496727086	1.96777582043518E15	1.39845614099767E15
1111.8065521705	1.7434467814646E15	1.40785721809194E15
1107.92740854461	2.01510059637727E15	1.36122366909691E15
1104.01139458114	1.54218368669276E15	1.36665837990918E15
1100.1042760496	1.6573505075766E15	1.56094866475242E15
1096.36298748676	1.51604314384993E15	1.2972471028643E15
1092.96211465968	1.96735977331778E15	1.29548652091717E15
1088.99061884669	1.38848460727753E15	1.31137316110801E15
1085.51491243146	1.17455026007273E15	1.42182588076622E15
1082.12545542231	950459798611064	1.40202987924312E15
1078.36799482613	2.20320747450665E15	1.33957324289931E15
1075.18567344818	1.49376742843642E15	1.40127657329456E15
1071.8837722187	1.18516252528731E15	1.40985899242181E15
1068.29525901611	1.23086517169895E15	1.32147798860305E15
1065.0299481956	1.85754226869913E15	1.39936444972341E15
1061.76360622322	1.50390253863317E15	1.50130329442702E15
1058.53646344126	723982706665056	1.30453676381222E15
1055.43057893805	1.10308754437699E15	1.29328983755718E15
1052.3641826799	842025846013949	1.24231523659379E15
1049.25346199101	1.19520856972702E15	1.35005798990481E15
1046.42775415029	1.30231180059538E15	1.35775386497923E15
1043.6392968962	1.23046861134092E15	1.4049604453492E15
1040.19151750773	486565706238513	1.30109889657728E15
1037.51930975529	1.71620018680896E15	1.46424900158073E15
1034.67971415866	1.34941814769351E15	1.37853401994277E15
1031.58962563847	238905043098828	1.21588606735744E15
1028.86654717032	830103669641147	1.35443973113362E15
1026.0975173497	2.03405395181606E15	1.40983825390244E15
1023.32537758193	1.04048626318404E15	168433704398153
1020.71451837661	628731360447333	150912575376846
1018.18268464327	484438463833626	128217875939173
1015.48119651014	828303408596624	172935938230440
1012.60821616539	201407882752479	--
1010.02263999278	909375311044137	187544361388750
1007.39127659081	509923720144553	139009965123033
1004.92266512828	756909609992972	167074234994412
1002.82851379886	1.11009233370605E15	207651832311181
999.554941885215	84331586402139.1	--
996.990103543429	317759975478832	--
995.053431661471	602971291163236	125598817681788
992.565333005611	391007527325377	123491700417678
989.862414743955	674726076566258	154971646986775
987.704731474675	911378576038914	103817657274540
985.290310800895	828486263881927	98983879896133
982.701720086221	11595195012437.6	--
980.576446200325	246277773023735	97939594903211.9
977.98095436141	626875377179194	150743446936712
976.062930194026	-71992701006352.5	--
973.672035219535	1.29925512059101E15	219625728895419
971.450139360266	0	0
969.30962540314	0	0
966.823024543949	0	0
964.591667826601	0	0
962.613713214598	0	0
960.462578497432	0	0
958.178688204186	0	0
956.064001593907	0	0
954.077050969064	0	0
951.784712582601	0	0
949.879378372943	0	0
947.972036727598	0	0
945.802870974031	0	0
943.847976636982	0	0
942.108057862928	0	0
940.279705516492	0	0
938.232267577124	0	0
936.35682938001	0	0
934.218301076525	0	0
932.295623393527	0	0
930.414862413809	0	0
928.007280335178	0	0
926.64952121786	0	0
924.32547096126	0	0
922.920785046744	0	0
920.944686657607	0	0
918.87930146503	0	0
916.987804910568	0	0
915.688792114559	0	0
914.081617509632	0	0
911.834998523495	0	0
910.070626622676	0	0
908.79141972985	0	0
906.76098293515	0	0
905.170937009196	0	0
903.358653088819	0	0
901.634619649118	0	0
899.952861244922	0	0
898.138850292439	0	0
896.544844098786	0	0
895.038569250215	0	0
893.354892321807	0	0
891.803221665592	0	0
890.295241711568	0	0
889.053295558374	0	0
