K 3rd I-TDS	Des D 50eV	err final
T Sample	D m-2 s-1	D m-2 s-1
3rd I-TDS	3rd I-TDS	3rd I-TDS
1340.04608820877	3.56919738245052E16	1.06375670266748E15
1341.44504560641	3.73265753654182E16	1.05030457408294E15
1343.25124045501	3.74267955859933E16	1.10414396751213E15
1344.61820415916	3.74949664907332E16	1.06383335716686E15
1345.75950590011	3.39180501144837E16	1.11236785351596E15
1347.17745064168	3.79913483380389E16	1.13820776934365E15
1348.47080568055	4.27279269548997E16	1.0840329951875E15
1349.96378937428	4.33958304709083E16	1.13763083396241E15
1351.21880819982	4.16170283875982E16	1.099266734932E15
1352.49570022838	4.13271904773636E16	1.12512893569791E15
1353.56429125348	4.0212145942377E16	1.15266617838932E15
1354.3646573763	3.88824167992441E16	1.15922669731672E15
1354.45101767182	4.16422958833318E16	1.19423953446793E15
1354.71539888264	3.83144445328141E16	1.20413268259164E15
1354.62969789223	3.66082147596432E16	1.2002956755136E15
1354.94506017153	3.5562157244111E16	1.12900251325801E15
1354.91889253006	3.58995214989264E16	1.1885755087054E15
1354.80088447878	3.3468910626892E16	1.25392306724824E15
1354.09759880291	2.86168005370111E16	1.28316319571475E15
1353.22963468367	2.77723874452046E16	1.24325321730603E15
1352.00365220289	2.49647097186166E16	1.24655006579734E15
1350.31738535649	2.45351664255208E16	1.20639388482591E15
1347.69679340649	2.11003200671649E16	1.20579628779615E15
1344.58577163199	1.94040902721888E16	1.25769773796488E15
1340.84225949944	1.77785846057937E16	1.18185343051558E15
1336.64691859362	1.52201558091075E16	1.1661101501274E15
1332.3182753097	1.50127398163189E16	1.13441821955451E15
1326.46727360927	1.3354291825443E16	1.11827475264368E15
1321.31837489247	1.2543625860142E16	1.10623537516968E15
1314.45367410708	9.44083266947966E15	1.01513569871755E15
1308.13222967902	9.5993731069522E15	1.01371770049033E15
1300.64780805519	7.74943680660746E15	943494393856110
1293.80388797137	8.17089964948242E15	925372691826544
1286.05845447547	7.18233640876636E15	878894540718994
1278.58730017949	6.11268788098559E15	845538433696470
1270.87901250597	6.84115364614415E15	784023198485211
1263.2979315848	4.48119983612659E15	775120868146483
1255.77459077346	3.43466516557654E15	721658846960005
1248.11475539152	4.74189688235336E15	683065650427010
1240.48762340568	4.26457180696258E15	707926738985721
1233.35199290601	3.35947386322613E15	614421099578575
1226.82690970074	3.15289620574432E15	630402335428908
1219.48624607681	3.23014631192538E15	579005430410477
1212.82690262816	3.03414062232825E15	582748783816684
1206.78399658904	1.64796634908703E15	579984966929175
1200.61133466753	2.66876708965962E15	550183935820153
1194.25221885915	2.34497700869278E15	580824874873854
1188.81631964939	1.43984553167418E15	528194470115389
1182.656071213	1.62559580536233E15	464176603297518
1177.31108540008	3.14390569954385E15	542685341778637
1171.69568798149	1.15402543882904E15	530075622783041
1166.21542995551	1.57250274881696E15	494777728758587
1161.17388313433	1.44721542262663E15	490210714375674
1156.29546216152	-48174750648441.4	492100968806030
1151.66426443461	1.3913531901108E15	490560322522783
1147.23609835556	1.27714852010514E15	429573922219572
1142.35875803293	1.03482028137441E15	461385109560675
1137.72145472224	1.537606988823E15	461791599650372
1133.31911629485	-49645483628237.3	419656203504991
1128.93764952339	500650895324263	441040974159687
1124.45230832205	565836267177117	500125506362669
1120.48649654713	-480936980881849	388312166115610
1116.37434660363	-203657820198615	432290896177739
1112.05990702822	323286124014245	442974642635376
1108.292399467	-201105001144764	390356786808801
1104.54357381978	-149777008962568	435825286507691
1100.96145950483	142613720325930	428687378394506
1097.06049280098	-371444014457316	432334053211470
1093.24998739752	-649994224280526	454981073400704
1089.85313553425	55057804748380.4	385044261608221
1086.20979510027	-1.04024072624019E15	401391553243921
1082.65316624459	-75728979713746	413971632582710
1079.34880917996	179929090182289	350439560458087
1075.92567031082	-393797885105236	346793476259482
1072.73464828897	-128583458750205	410028803103815
1069.5531197949	-60889709028143.5	381383990026915
1066.45457057298	-693209012004249	378642239971638
1063.18874280425	-807447215292058	392163940269161
1059.80123983315	-966481667987803	376517021141863
1056.86104068012	0	359883804136185
1053.50926236719	0	390054934482738
1050.76881760457	0	322924039188578
1047.61574275602	0	398915250991248
1045.15656265043	0	412859285282213
1041.66984120432	0	368897984701778
1038.87628825976	0	380789527099528
1036.03839450391	0	387565659874797
1033.40331140046	0	367575733541028
1030.59941579218	0	359728906838833
1027.71014441507	0	342410365885731
1024.81562196877	0	377734703505881
1022.20689969913	0	303212989804887
1019.88414675172	0	337519250100526
1017.43494673684	0	358126953168462
1014.56528245288	0	342410365885731
1011.81642956109	0	392158622655291
1009.27125634295	0	347330976363046
1006.76381447807	0	356915730753828
1004.2942347503	0	382721377517354
1001.82176628658	0	348480213286075
998.924368892251	0	349584229731804
996.695320068936	0	342410365885731
994.294903791031	0	363671202501077
992.059194737397	0	321682170172596
989.862414743955	0	298553783107684
987.281472111075	0	343576266884084
984.781784067432	0	335098635329911
982.659358621405	0	351230579589871
980.534026778738	0	355993056285455
978.278352003799	0	330527609794705
975.849242045864	0	347798571290636
973.800815719437	0	322864294168942
971.406503764549	0	391475368815523
969.437787189832	0	318159512438042
967.166264223453	0	310310194663778
964.97723907514	0	337792843034764
962.87205313632	0	375632592221453
961.064784383696	0	402294771604974
958.566716787407	0	304399548673587
		357827755882641
		318439509878516
		356915730753828
		380244019442247
		314416936932537
		340467514926117
		382068604205971
		362569080202702
		338188219946644
		370443548277696
		347944217900655
