K 1st I-TDS	Des D 50eV	err final
T sample		
1st I-TDS	1st I-TDS	1st I-TDS
640.004241906835	2.79794466678541E15	2.1320292070769E15
641.786135178436	2.94960702314625E15	2.10828959283062E15
643.565126804021	990614298668693	2.1386692880014E15
644.887187284226	757277300397245	2.10077968883642E15
646.388132904064	1.07309988282905E15	2.03162143528487E15
648.160973211358	760196029510223	1.90872948118135E15
649.431538614677	2.16625252508699E15	2.05310001875312E15
651.290227899389	2.64370663677456E15	2.11912926968102E15
652.783167725482	1.01810631349093E15	2.06011108639625E15
654.32043858104	1.84708971232515E15	2.06668005612928E15
656.306965427032	1.28489331273046E15	2.04280503655541E15
657.659296672095	1.10389905810996E15	1.9161593720175E15
659.190930172545	1.3601858392195E15	2.02300101458249E15
660.945138077211	388007751685795	1.91048901521747E15
662.294007955354	1.43107576423213E15	1.88501961420178E15
663.954962548638	236022480213484	1.9615420279032E15
665.300093174375	-342090131570431	1.97506318561427E15
666.913115540467	713000394461111	1.97176685709142E15
668.256727760179	1.29304409697482E15	1.95402438770147E15
670.179908875601	1.20878548009449E15	1.83564382443907E15
671.296110217516	1.7123619981783E15	1.88186886265801E15
673.171375562751	1.54441126523586E15	1.95499305128879E15
674.687963180219	-38970856150247	1.880658822384E15
675.846808285186	777757214973370	1.90598097165742E15
677.58325201078	1.69648951735884E15	1.99812081683792E15
679.407899365694	-147532871301738	1.79302959640314E15
680.785645595671	280040145301933	1.88368242603539E15
682.163504200421	927568062547181	1.84542535797876E15
683.894674341557	1.59464133041706E15	1.91273414582029E15
685.447583906481	409092338073190	1.8265715019954E15
687.265736006339	653329422813835	1.92981497589541E15
688.816496806637	809235991159085	1.80269676020706E15
690.056237240873	750787984121595	1.77211048774415E15
692.666381517938	221480880493396	1.7590870718485E15
693.683912720849	2.91672817920383E15	1.95022187275021E15
695.098861760635	1.06402519945034E15	1.86810357934971E15
696.777535120851	-150547961998830	1.66089449104635E15
698.102041563033	691749601203754	1.68057266139691E15
699.82324546552	643235609371196	1.8026377912741E15
701.632643094126	932861934858269	1.83169149335434E15
703.044371674055	576269329314330	1.759489093952E15
704.719428475254	778579662539228	1.71184426032416E15
706.305951387862	1.24558650346275E15	1.77354226500247E15
707.848007274076	1.43790664102765E15	1.81599162329225E15
709.565293662035	2.38025719154135E15	1.88387824896952E15
711.018578164863	906106359004142	1.70812223457816E15
712.603213187635	307965443096671	1.73860230516503E15
714.539578200838	530720650953326	1.72114018024771E15
715.991759455739	1.57846773159124E15	1.68613366103509E15
717.442679125128	686837348627973	1.73201548692069E15
719.069819311985	0	1.60847293209855E15
720.916980988272	0	1.69608372127791E15
722.147924057287	0	1.51038473435068E15
723.99462428128	0	1.72707588479535E15
725.181459663186	0	1.63755326100357E15
726.851473630897	0	1.76387400316133E15
728.433693918237	0	1.52880304158811E15
730.148344336193	0	1.71482165938353E15
731.949614352181	0	1.73079822082998E15
733.312505001127	0	1.62572150035005E15
735.246264991474	0	1.58051768239259E15
736.784540581915	0	1.57695605230892E15
738.146517403429	0	1.49435898688848E15
739.597231047017	0	1.70667579157814E15
741.706697303646	0	1.66924236626149E15
743.50943741594	0	1.67656999562758E15
744.871835735388	0	1.70080488647951E15
746.718800038307	0	1.63031137300163E15
748.257968499295	0	1.48353761815252E15
749.753464038664	0	1.60898941598583E15
751.293038417305	0	1.61121914643367E15
753.052264117913	0	1.47909803443284E15
754.372891134267	0	1.5060818987542E15
755.824404539082	0	1.49367523959796E15
757.496688593073	0	1.51511578590835E15
759.477725311356	0	1.49655007238738E15
761.018986631729	0	1.70029049848517E15
762.516626446373	0	1.61753535673215E15
764.124434192647	0	1.41615414320318E15
765.688651404294	0	1.60322664400627E15
767.804806465086	0	1.51700021209393E15
769.126993562698	0	1.5353139336292E15
770.846337066823	0	1.5364250196442E15
772.567142656394	0	1.56078705842794E15
774.199394152138	0	1.48390505212686E15
775.700005795403	0	1.58837640649034E15
777.642346470717	0	1.39863207196754E15
778.87852598241	0	1.65288710289296E15
780.689717137025	0	1.53759595673535E15
782.28009847749	0	1.59101670878617E15
784.003164381574	0	1.39209751378306E15
785.72673916284	0	1.47223315987279E15
787.495938575011	0	1.57971992913123E15
788.734197515519	0	1.4618372611003E15
790.680853013381	0	1.58951917821976E15
792.406408903911	0	1.57465338915276E15
794.089316800965	0	1.47579823272574E15
795.771703130094	0	1.4313497387766E15
797.542941792843	0	1.49250581912717E15
799.005312856559	0	1.50636926227511E15
800.644876012048	0	1.41596279438407E15
802.063775819998	0	1.48534623563128E15
804.014792929648	0	1.47685030313679E15
805.788422984761	0	1.50973324011568E15
807.252742686135	0	1.62150630407263E15
808.761658563793	0	1.39352510615087E15
810.359471643212	0	1.50230113281387E15
812.001949023123	0	1.44501679582024E15
813.955914813263	0	1.57918947705786E15
815.376675102137	0	1.50935927568335E15
817.375868115497	0	1.46765639553869E15
818.709626118576	0	1.49516511581546E15
821.287111587282	0	1.45801561327291E15
822.310065653863	0	1.59038051142147E15
824.088176331357	0	1.50616663093425E15
825.823279700856	0	1.45461985661472E15
827.513317444596	0	1.48095940358388E15
829.47092675584	0	1.47233965686601E15
831.028391918869	0	1.52868312962853E15
833.03100844215	0	1.4388809965313E15
834.365926926968	0	1.52344480684565E15
836.057212204403	0	1.51397462714202E15
837.659871211583	0	1.67271279296448E15
839.618996755021	0	1.38619004185381E15
841.221975371154	0	1.5663882254038E15
842.691810828629	0	1.57822424404435E15
844.206151151428	0	1.57438171852389E15
846.343510011	0	1.57249275375483E15
848.214413508295	0	1.53588286860949E15
849.906647118745	0	1.65413817648733E15
851.199055949547	0	1.62864526592544E15
852.802446462653	0	1.65166161968841E15
854.716789306802	0	1.67959985501262E15
856.409957160572	0	1.68729685389737E15
858.102036848225	0	1.63387454894466E15
859.571922705238	0	1.69010784333431E15
861.620111616249	0	1.60240363232766E15
863.089742722171	0	1.58647758748992E15
864.647040417059	0	1.58678793027799E15
866.205174937204	0	1.64405122182536E15
868.297853556965	0	1.64279192983374E15
869.899888054641	0	1.61340504296479E15
871.501665571217	0	1.73830306123977E15
873.014422744612	0	1.63959773725618E15
874.74871805706	0	1.75482240891613E15
876.526979774202	0	1.84888685749674E15
878.527504830899	0	1.66790318544058E15
880.03884186889	0	1.77581461708579E15
881.993971726778	0	1.85368793510518E15
883.460146748274	0	1.70409521462056E15
885.414110483937	0	1.77934104488672E15
886.967905928566	0	1.76681235789054E15
888.742505965218	0	1.89918146792886E15
890.473209745059	0	1.79903228400049E15
891.84744799228	0	1.79232200989527E15
893.620147115389	0	1.78573930400294E15
895.614033881487	0	1.91522381195178E15
896.943407943425	0	1.79200956657484E15
898.404787174981	0	1.80925719641559E15
900.484451489663	0	1.94762366930448E15
902.342380697188	0	1.9808620712184E15
903.756459080689	0	1.84376697208869E15
905.347202794893	0	1.89922292019956E15
907.378561476539	0	2.04747709591107E15
909.27656272218	0	1.93166528009264E15
910.688528524637	0	1.96441469651728E15
912.848147575566	0	1.9594913856987E15
914.258353229247	0	1.86874014277565E15
915.84346971948	0	2.0692748687956E15
917.427648339215	0	2.02777825301301E15
918.923157361032	0	1.97611627042327E15
920.98850657466	0	2.04155216414389E15
922.745639048731	0	2.10229344212149E15
924.412987695834	0	2.07789540627554E15
926.298776433981	0	1.99840804058138E15
928.050969403147	0	2.08361756617972E15
929.539860443732	0	1.98686785915082E15
931.027751146993	0	1.9325179982498E15
932.558224407072	0	2.13440221458361E15
934.436113914131	0	2.02705015090796E15
936.313308996671	0	1.95192244360235E15
937.926898128297	0	2.10990807554274E15
939.844320205765	0	2.15711562512616E15
941.499455191025	0	2.11658246065956E15
943.282306521125	0	2.27281373455689E15
944.499176107546	0	2.15591113097324E15
945.889489333832	0	2.2367635240727E15
947.798990331177	0	2.29661590614474E15
949.402975748849	0	2.24632804340351E15
951.005546570216	0	2.2561413789565E15
952.823398034016	0	2.18271658415906E15
954.811771654973	0	2.28697940544486E15
956.107064581919	0	2.2784639653634E15
957.445396145335	0	2.18143361670421E15
959.644326751031	0	2.20536276175874E15
961.064784383696	0	2.35146179446361E15
962.700480910393	0	2.31618422583979E15
964.376448640359	0	2.2901461980497E15
965.922284531423	0	2.03037216321834E15
967.509431476955	0	2.37158947098352E15
969.224178547892	0	2.25018510277142E15
970.765408116292	0	2.37620957495849E15
972.817752563941	0	2.4105739456924E15
974.227749855043	0	2.37150348622644E15
976.019421384393	0	2.36783975319679E15
977.810021713842	0	2.34812791476132E15
979.725909094474	0	2.35599200724246E15
981.214526194446	0	2.37657336113974E15
982.638177455364	0	2.33745228625605E15
984.399077234707	0	2.32500001679831E15
985.968727029531	0	2.33657587695276E15
987.874578481341	0	2.41755726989545E15
989.481922423604	0	2.43897705454589E15
990.96119508061	0	2.3245008875575E15
992.607424002862	0	2.39743273321457E15
994.336947795907	0	2.25485478180596E15
995.853591761569	0	2.28346109163313E15
997.242866913581	0	2.47176072351224E15
998.714756607172	0	2.3687997786868E15
1001.44418915227	0	2.43309569162667E15
1002.74392986885	0	2.53145540966463E15
1004.42051031168	0	2.47788238426507E15
1006.052647519	0	2.42799016471234E15
1007.51636067587	0	2.36764255040436E15
1009.02040260743	0	2.42215156051008E15
1010.60628553857	0	2.57286592760405E15
1012.3994403798	0	2.50136366092863E15
1014.1491368267	0	2.47751177162964E15
1015.52268862094	0	2.59704977815261E15
1017.14386307595	0	2.58818103746499E15
1018.5150138607	0	2.49181464789447E15
1020.3826044261	0	2.45765914649454E15
1021.99928098533	0	2.49410630576635E15
--	--	2.51631144986799E15
--	--	2.60328548061339E15
--	--	2.66844024852894E15
--	--	2.58567652500378E15
--	--	2.69478869944915E15
--	--	2.53887732391917E15
--	--	2.6718043724815E15
--	--	2.67993599682679E15
--	--	2.65085716474884E15
--	--	2.62176567838537E15
--	--	2.61863250318994E15
--	--	2.79009913585777E15
--	--	2.74939271782378E15
--	--	2.7841558068117E15
--	--	2.65767936089629E15
--	--	2.7296910407056E15
--	--	2.78207702514286E15
--	--	2.80067682557073E15
--	--	2.70633333036406E15
--	--	2.65231422074284E15
--	--	2.66966633249989E15
--	--	2.77545038963695E15
--	--	2.82234788717888E15
--	--	2.97763499040583E15
--	--	2.94316801498495E15
--	--	2.91572764280231E15
--	--	2.83444152065557E15
--	--	2.85073268099076E15
--	--	3.00054760984956E15
--	--	2.91378574107895E15
--	--	2.86667925141657E15
--	--	2.99701281061356E15
--	--	3.0411718706566E15
--	--	2.93874544444103E15
--	--	2.87757770563674E15
--	--	3.04788049634958E15
--	--	3.06636404266699E15
--	--	3.20941456031543E15
--	--	3.22076842663983E15
--	--	3.06468871177117E15
--	--	3.11207816313211E15
--	--	3.20811480798913E15
--	--	3.27545005553784E15
--	--	3.21208354895935E15
--	--	3.33767014055187E15
--	--	3.31379495147996E15
--	--	3.39875726963184E15
--	--	3.37692156938151E15
--	--	3.35621790618659E15
--	--	3.49024939638312E15
--	--	3.32159483586216E15
--	--	3.49223250614033E15
--	--	3.44788870575834E15
--	--	3.51328556603029E15
--	--	3.57326509591017E15
--	--	3.5222015461654E15
--	--	3.7523927638571E15
--	--	3.45990964494878E15
--	--	3.5794768574034E15
--	--	3.6542985220868E15
--	--	3.73271262381295E15
--	--	3.72166071609501E15
--	--	3.75805261593391E15
--	--	3.8668088298307E15
--	--	3.91301898951302E15
--	--	3.96209414133061E15
--	--	3.91111207404156E15
--	--	4.06887320800004E15
--	--	4.03622644447427E15
--	--	4.09633621664546E15
--	--	4.16669994546556E15
--	--	4.29986574842463E15
--	--	4.32005442630454E15
--	--	4.32218733926486E15
--	--	4.27850681788847E15
--	--	4.42365946471086E15
--	--	4.57948448630384E15
--	--	4.5073567761502E15
--	--	4.52350259170738E15
--	--	4.63659420777941E15
--	--	4.81276818417594E15
--	--	4.77351679425888E15
--	--	4.84700364145957E15
--	--	4.90464373403734E15
--	--	4.83399292589888E15
--	--	4.95301982693995E15
--	--	5.00858541814945E15
--	--	5.13319110694279E15
--	--	5.27077713030585E15
--	--	5.08001940418282E15
--	--	5.50598330370856E15
--	--	5.50111073426981E15
--	--	5.49295438371572E15
--	--	5.54065247485529E15
--	--	5.66292098659108E15
--	--	5.68465469193342E15
--	--	5.84354057895293E15
--	--	5.82596882005552E15
--	--	5.88985739605419E15
--	--	6.00193060999908E15
--	--	6.09471578528162E15
--	--	5.96936863869722E15
--	--	6.26146611081927E15
--	--	6.28272485755306E15
--	--	6.49897489102199E15
--	--	6.43630962831149E15
--	--	6.52770363768027E15
--	--	6.62937448378283E15
--	--	6.64778096542849E15
--	--	6.73756583116061E15
--	--	6.86276627411132E15
--	--	6.83664999697773E15
--	--	6.76651397788891E15
--	--	6.57881760023736E15
--	--	6.59752779051879E15
--	--	6.75483048375422E15
--	--	6.43919390437689E15
--	--	6.41483575014548E15
--	--	6.36164174840662E15
--	--	6.27272264930604E15
--	--	6.28670050785327E15
--	--	6.01424224966276E15
--	--	6.0773749356139E15
--	--	6.06683052062137E15
--	--	5.84616241873025E15
--	--	5.87465031632064E15
--	--	5.75261873204303E15
--	--	5.64176449005965E15
--	--	5.64241859361826E15
--	--	5.54404042363929E15
--	--	5.48679247332776E15
--	--	5.4993249663882E15
--	--	5.286474213318E15
--	--	5.14556962274817E15
--	--	5.1262808281777E15
--	--	4.99678710141919E15
--	--	4.69145928317683E15
--	--	4.45055068036165E15
--	--	4.0987520681533E15
--	--	4.05204631619147E15
--	--	3.9098513897571E15
--	--	3.82057122940355E15
--	--	3.74108565446844E15
--	--	3.44913858201047E15
--	--	3.26403033265708E15
--	--	3.10219762570084E15
--	--	2.93668069724253E15
--	--	2.75785901541623E15
--	--	2.65946124776094E15
--	--	2.47943795625548E15
--	--	2.26063195026694E15
--	--	2.1384828309033E15
--	--	1.98587846259474E15
--	--	1.94147502264035E15
--	--	1.85977426139025E15
--	--	1.79929707506129E15
--	--	1.75281681788725E15
--	--	1.61075996359237E15
--	--	1.65767867225357E15
--	--	1.61667652208997E15
--	--	1.53478381241379E15
--	--	1.51263630396989E15
--	--	1.4408584856992E15
--	--	1.51499702720745E15
--	--	1.42211094695513E15
--	--	1.43545131518513E15
--	--	1.42896487269198E15
--	--	1.42462637872147E15
--	--	1.35848793988071E15
--	--	1.46612980435476E15
--	--	1.39522783981169E15
--	--	1.39806341092525E15
--	--	1.34834842409842E15
--	--	1.40633208006662E15
--	--	1.34882171480167E15
--	--	1.28846802978457E15
--	--	1.35736421224009E15
--	--	1.36185777002398E15
--	--	1.37275388600745E15
--	--	1.40420176078788E15
--	--	1.25877021301411E15
--	--	1.3913448590279E15
--	--	1.32620111570774E15
--	--	1.32218221341435E15
--	--	1.22977556263601E15
--	--	1.38624690501884E15
--	--	1.28449774988745E15
--	--	1.18226634896714E15
--	--	1.38153496432811E15
--	--	1.34036416322288E15
--	--	1.19182413683083E15
--	--	1.27695334791451E15
--	--	1.26568131926254E15
--	--	1.18998065483236E15
--	--	1.20783808613493E15
--	--	1.25360105810925E15
--	--	1.21853020673107E15
--	--	1.29856751169768E15
--	--	1.25538214921438E15
