K	Des He	K	Des He	K	Des He	K	Des He	K	Des He	K	Des He	Err Des He	err Des He	err Des He
T sample	He m-2 s-1	T sample	He m-2 s-1	T sample	He m-2 s-1	T Sample	He m-2 s-1	T sample	He m-2 s-1	T sample	He m-2 s-1	Col(J)*1/(2.24787E-8*3.04E-5*0.06)	He m-2 s-1	He m-2 s-1
571.389707392864	3.755992319903E15	526.042581368069	0	570.44178934507	0	573.778378680107	0	575.911586692199	0	590.174767043141	0	563252773239003	2.60333092002698E15	3.09853024667587E15
572.536030568942	3.02430550433748E15	527.593706106665	0	571.588620584355	0	575.317398873906	0	576.901110139402	0	591.435191002924	0	507709188740129	2.55140139553389E15	3.15654060540489E15
574.175847556471	1.95116484150805E15	529.407917968957	0	573.132691612041	0	576.654426051189	0	578.77856770554	0	592.741635219841	0	412945343268050	2.55373179765972E15	3.04788197107874E15
575.713956755449	2.53651429396047E15	531.00365711229	0	574.772170988696	0	578.038057306024	0	579.911264450493	0	594.431800782617	0	467024527740227	2.52641002343399E15	3.19804091914473E15
576.802447315584	3.17064286745058E15	532.542431115779	0	576.110281036712	0	578.975304944198	0	581.14125190592	0	595.68485796324	0	519293398357050	2.54829087758918E15	3.13352861788052E15
578.580655260061	2.53651429396047E15	534.342242330793	0	577.692134525858	0	580.747851436416	0	582.957115141326	0	596.838798067009	0	467024527740227	2.46121160768071E15	3.0132049286897E15
579.911264450493	3.58526539627104E15	535.450726491969	0	578.876943432074	0	581.779351980779	0	584.377993475639	0	598.519594779661	0	550793825105516	2.44545128589447E15	2.98477471273011E15
581.288301284111	3.58526539627104E15	537.347077597755	0	580.452374122579	0	583.790013732763	0	585.452824098847	0	599.910143665471	0	550793825105516	2.4210043079727E15	2.99538492068472E15
583.153769461456	3.26820110952599E15	539.080731130683	0	581.583419121496	0	584.915615679902	0	587.111692028188	0	601.152948482536	0	526874724902656	2.50552535864921E15	2.8310106422898E15
584.279291968939	3.6584340778276E15	540.809572126738	0	583.54580047555	0	586.477361170579	0	588.668578400451	0	602.871742333237	0	556167550651233	2.47086030175048E15	2.90362131146091E15
585.647667826967	2.43895605188506E15	542.06283172133	0	584.573137304206	0	587.890011735957	0	589.786413111277	0	603.920824371326	0	458454542290668	2.37009980542556E15	2.78261977058308E15
587.257485277343	2.85357858070552E15	543.835365669026	0	585.989620356142	0	589.349399940652	0	591.531801844004	0	605.20565923291	0	493850960861774	2.40333100736436E15	2.71590651763885E15
588.912118571693	3.34136979108254E15	545.551115345938	0	587.354664039006	0	591.095852447599	0	592.886284907718	0	606.583076046047	0	532489889447937	2.2705445176484E15	2.65648483723336E15
590.077973338563	2.78040989914897E15	546.744418460141	0	588.96059624863	0	592.112292055789	0	594.334481786144	0	607.721742967718	0	487791210377013	2.38344788593973E15	2.72392558533735E15
591.28915228129	3.34136979108254E15	548.554141847383	0	590.223158984539	0	593.32115613675	0	596.118069527287	0	609.44974167654	0	532489889447937	2.32363103313915E15	2.57461049745254E15
593.465690450854	4.39012089339311E15	550.205672851862	0	591.483498043569	0	595.299445628938	0	597.559915230343	0	610.418367247597	0	607295159397521	2.27272668491578E15	2.56032308480307E15
594.334481786144	4.07305660664806E15	551.595359896891	0	592.644089969384	0	596.406009044338	0	599.478045312096	0	612.211126043096	0	585688098389018	2.33766865723537E15	2.59111581019765E15
595.924956267236	4.63401649858162E15	553.443539056756	0	594.47990876138	0	597.559915230343	0	600.771431193832	0	613.201021250578	0	623406581644555	2.29573013832239E15	2.49997952496818E15
597.127546848506	3.26820110952599E15	554.519934412724	0	595.924956267236	0	599.095681168599	0	602.633852476023	0	614.377315209861	0	526874724902656	2.257407216342E15	2.46724646334682E15
598.807693310903	3.82916100145955E15	556.103922465725	0	597.319257569218	0	600.722643849958	0	604.349338876132	0	616.021133997312	0	568508745037801	2.20317530042206E15	2.55799868751519E15
600.388637249091	3.6584340778276E15	557.888286658577	0	598.567437681472	0	602.012828502423	0	606.013663818055	0	617.427122849514	0	556167550651233	2.14849741435003E15	2.48566199347051E15
601.152948482536	3.58526539627104E15	558.905363179353	0	600.148885819103	0	603.110639394954	0	607.389666693034	0	618.690854679623	0	550793825105516	2.2331214444444E15	2.54867989993746E15
602.776595232411	3.41453847263909E15	560.85888085014	0	601.727031392615	0	604.396817090863	0	609.141980503687	0	620.606801035126	0	538046456160900	2.33766865723537E15	2.43570193962617E15
604.158317602436	3.34136979108254E15	561.694618511776	0	603.492072418084	0	606.108415075575	0	610.796287644414	0	622.191254252052	0	532489889447937	2.10984970781453E15	2.43488773203544E15
605.347928595754	2.92674726226208E15	564.37133710605	0	604.635243314812	0	607.295069342069	0	612.353223087289	0	623.681171086212	0	499837251680109	2.14618893897153E15	2.32064243893372E15
606.726171594358	3.9998879250915E15	565.379395860448	0	606.441030692227	0	608.431641064122	0	614.235565678218	0	625.586409871892	0	580587669496621	2.16870604353683E15	2.3667510226786E15
607.81628942662	2.19506044669656E15	567.388575365584	0	607.769017604435	0	609.851691123428	0	615.598775307577	0	627.023511721424	0	436293722091961	2.06712616713984E15	2.30779034211299E15
609.283543853924	2.19506044669656E15	569.092225318325	0	609.804539447359	0	611.410434390934	0	617.520560572177	0	628.597885537908	0	436293722091961	2.11969463270685E15	2.4267306312808E15
610.654989599516	3.26820110952599E15	570.292351393415	0	611.12695737563	0	612.636275486452	0	619.065055624098	0	630.076455385764	0	526874724902656	2.14110153211207E15	2.34444452262721E15
611.834930707194	3.02430550433748E15	571.489171445596	0	612.683263432999	0	613.859226114986	0	620.932591449889	0	632.199685546881	0	507709188740129	1.95623940103128E15	2.3030599367361E15
613.624593931055	3.09747418589403E15	573.083084216288	0	614.32935754118	0	615.316730272391	0	622.610412199819	0	633.857411091151	0	513533958910399	2.00430157563279E15	2.31165347381891E15
614.424204485104	3.41453847263909E15	574.523579889051	0	616.021133997312	0	616.958718283691	0	624.14600074487	0	635.420746081825	0	538046456160900	2.07048072670607E15	2.38469543791521E15
615.879662078528	4.24378353028001E15	576.110281036712	0	617.941965320237	0	618.316491461915	0	625.817842979372	0	637.21041339562	0	597419783219142	2.04154850718781E15	2.13507351367102E15
617.427122849514	2.85357858070552E15	577.173479297109	0	619.439094945952	0	619.578920955134	0	627.718661361497	0	638.859990403516	0	493850960861774	1.96735735850135E15	2.23534014488679E15
618.550885197258	2.68285165707357E15	579.07365225141	0	621.446418284731	0	621.073236376232	0	629.060251107043	0	640.734966521305	0	479592454858326	1.87762658479099E15	2.28273778646858E15
620.512637783567	4.73157474065702E15	580.354225163898	0	622.843661725546	0	622.704352585738	0	630.908521176312	0	642.288060054949	0	629735744738843	1.92146813071636E15	2.12856271018859E15
622.238775767784	2.36578737032851E15	581.730373993468	0	624.982304654729	0	624.332497901715	0	632.475470253218	0	643.838962279925	0	451920414148243	1.87127965986428E15	1.95218080869041E15
623.541991843738	4.07305660664806E15	583.054893762479	0	626.560140504202	0	626.421399323519	0	633.94919401966	0	645.387721058952	0	585688098389018	1.88710694759254E15	2.08384496419708E15
625.539064096482	3.9023296830161E15	584.279291968939	0	628.042957829709	0	627.995737158316	0	635.879906945087	0	647.569980796978	0	573716567485620	1.95065665948576E15	2.04930370512936E15
626.977290050457	3.41453847263909E15	585.696370287436	0	629.846070858417	0	629.384087351569	0	637.256154755471	0	648.932732506758	0	538046456160900	1.86171870208246E15	2.00281709086503E15
628.227620349325	3.51209671471449E15	587.354664039006	0	631.738826483622	0	631.507792582723	0	638.996992183312	0	650.565171672646	0	545367152614951	1.73148703085108E15	1.79557528098393E15
630.539151748703	4.73157474065702E15	588.912118571693	0	633.626873524456	0	633.350366630704	0	640.461391679672	0	652.64779900078	0	629735744738843	1.75649995781665E15	1.81752689424968E15
631.968760649266	4.56084781702507E15	590.029571572935	0	634.77694614005	0	634.914491260901	0	642.151476455024	0	654.185232638602	0	618617215582239	1.70610743337022E15	1.76887378965038E15
633.489151406401	4.07305660664806E15	591.28915228129	0	636.338861186353	0	636.659278770399	0	643.929881515462	0	655.945908510303	0	585688098389018	1.7107499111586E15	1.69268938578757E15
634.914491260901	4.97547034584553E15	592.789854988871	0	637.989820281755	0	638.126935577521	0	645.342320870422	0	657.20867025994	0	645287117190382	1.68740980111199E15	1.61720749398176E15
637.072137446561	3.9023296830161E15	594.672309054951	0	640.004241906835	0	640.277933208525	0	646.93438403086	0	658.853095761333	0	573716567485620	1.66909674228834E15	1.65717447008375E15
638.721932736167	3.58526539627104E15	595.347496713702	0	641.695039592404	0	641.695039592404	0	648.478998600299	0	660.450711955009	0	550793825105516	1.59498526611203E15	1.64094200527932E15
640.506992314893	4.73157474065702E15	597.175479167875	0	642.927294466833	0	643.292257887378	0	649.839686161937	0	662.02413032433	0	629735744738843	1.59498526611203E15	1.56169386098588E15
642.425661216519	5.12180770895863E15	598.183520894012	0	644.749889013659	0	645.319620099539	0	651.470912180247	0	663.730149683221	0	654440583137941	1.57622743691518E15	1.58563408956774E15
643.929881515462	4.07305660664806E15	600.005649585008	0	646.570588737164	0	646.661290564035	0	653.190212235018	0	665.165938123509	0	585688098389018	1.55469499403899E15	1.42632018322506E15
645.933414317782	4.63401649858162E15	601.392382826404	0	647.479349487714	0	648.524276852066	0	654.772047055218	0	667.182130839509	0	623406581644555	1.60921820041835E15	1.37968189064312E15
647.434031211403	3.51209671471449E15	602.4900014762	0	649.249524073479	0	650.292908293513	0	656.171964118969	0	668.793253084173	0	545367152614951	1.57559832995062E15	1.36886068913291E15
649.068510557667	5.21936595103404E15	604.015830405114	0	651.018125083211	0	651.696730554157	0	658.064835038918	0	669.822204863834	0	660472421091118	1.52052170021227E15	1.38327014609353E15
651.018125083211	5.04863902740208E15	605.110798579678	0	652.692923520736	0	653.597126550773	0	659.461342838532	0	671.564417261927	0	649879966020573	1.41375324061061E15	1.25078265172493E15
652.557545119858	5.29253463259059E15	606.677758715968	0	654.32043858104	0	655.043346385202	0	661.215216400738	0	672.903313059962	0	664960394042375	1.56486481625284E15	1.19068359013694E15
653.868672385194	5.60959891933565E15	608.668848737472	0	655.720837483311	0	656.667924570291	0	662.473220008768	0	674.286695363704	0	684068116256054	1.44839221289934E15	1.20145922687975E15
655.494704792123	5.60959891933565E15	610.135614507855	0	656.983811853974	0	658.245603084432	0	664.0892239467	0	676.203310658797	0	684068116256054	1.5133324320404E15	1.1637339363055E15
657.20867025994	4.31695221183656E15	611.362303739474	0	658.65096819578	0	659.866354040537	0	665.390539631028	0	677.361235233127	0	602377708754759	1.32842900882883E15	1.10158765021103E15
659.011306381549	4.73157474065702E15	612.918162945596	0	660.226379644035	0	661.619729718366	0	667.360772596229	0	679.229440966736	0	629735744738843	1.41164787348473E15	1.15518324048568E15
660.586313881391	4.73157474065702E15	614.377315209861	0	661.889682126276	0	663.191886223922	0	668.479878707202	0	680.608312831465	0	629735744738843	1.44633726902283E15	1.09526960256843E15
662.249201525727	5.36570331414714E15	616.20830854042	0	663.102326420902	0	664.582430857606	0	670.179908875601	0	682.252108419434	0	669418279006495	1.2898058066649E15	1.15432468723405E15
663.640622092792	5.70715716141105E15	617.895270723245	0	665.076494943165	0	666.465332574039	0	671.966294217343	0	683.983210111254	0	689840945321559	1.24522182484447E15	1.0202885175428E15
665.45760887347	5.36570331414714E15	619.672125806585	0	666.68974755517	0	667.853964421059	0	673.528392955508	0	685.181127961828	0	669418279006495	1.30052247826811E15	1.00363362579805E15
666.868444454584	5.70715716141105E15	621.35234480073	0	668.03253176597	0	669.329603850296	0	675.08914412913	0	686.822629559354	0	689840945321559	1.27511769795079E15	1.06776890574699E15
668.569130571848	4.14622528820461E15	622.890093286014	0	669.598221145051	0	670.849514422057	0	676.11444378004	0	688.506219056331	0	590744492329443	1.29975993204115E15	1.00757719158215E15
669.777613203575	3.41453847263909E15	624.471555571498	0	670.984214245629	0	672.234498307832	0	677.93943585114	0	690.012078277405	0	538046456160900	1.36232671058904E15	957115468449927
671.386225515363	5.95105276659956E15	626.142803037243	0	672.725256877348	0	673.751872206979	0	679.318167988206	0	690.808836196685	0	704065966548754	1.17728587996512E15	994703440711579
672.814287191107	5.12180770895863E15	627.903387650714	0	674.509071177251	0	675.44578935754	0	681.185597541696	0	693.77211574183	0	654440583137941	1.28749777175864E15	1.02803275402964E15
674.509071177251	6.09739012971266E15	629.938231319107	0	675.668026975053	0	676.559746630185	0	682.918539736479	0	694.745185558249	0	712464664736635	1.1798095396242E15	970487960759555
675.623581543942	5.04863902740208E15	631.599794546665	0	677.138183995314	0	678.251170438049	0	684.117013363449	0	696.335916225725	0	649879966020573	1.11322603865099E15	1.02513552115549E15
677.538850658801	5.7803258429676E15	633.028895709011	0	678.695989198626	0	680.119562904245	0	685.890940726148	0	698.05799974308	0	694139061330775	1.12650554647801E15	936169487393146
678.918866035426	4.73157474065702E15	634.960335467244	0	680.519640869098	0	681.719422109441	0	687.619360790052	0	699.249936420068	0	629735744738843	1.25315830942426E15	978626367061153
680.829976467453	5.21936595103404E15	636.476195250685	0	682.252108419434	0	683.273821113294	0	688.90485390965	0	700.970597287748	0	660472421091118	1.12032803118491E15	903840828296486
682.252108419434	6.02422144815611E15	638.356459612467	0	683.894674341557	0	684.472107607492	0	690.764689454314	0	702.51453130246	0	708277764634228	1.16883432861768E15	917989708509193
683.894674341557	5.04863902740208E15	640.004241906835	0	685.004144389232	0	686.24576831255	0	693.175692241681	0	704.013905353511	0	649879966020573	1.10876419288573E15	917989708509193
685.004144389232	5.53643023777909E15	641.786135178436	0	686.64476175535	0	687.885551189466	0	693.993614199374	0	705.821460389086	0	679706319711006	1.11944274615437E15	847222795872037
686.999479730363	6.26811705334461E15	643.565126804021	0	688.284282307906	0	689.435937732161	0	695.849164830831	0	707.539434770214	0	722139700671101	1.04429859118688E15	787799164975309
688.328470338673	6.58518134008967E15	644.887187284226	0	689.746105511296	0	690.631241574465	0	697.307199811053	0	709.081114769549	0	739771998198407	977612771380521	858845050783504
689.48010623124	7.31686815565519E15	646.388132904064	0	691.870153439417	0	693.197747008989	0	698.455356849363	0	710.622354885874	0	778940097535575	1.03476141798234E15	859998637671206
692.224171290488	5.29253463259059E15	648.160973211358	0	693.418285637481	0	694.125904176808	0	700.353451661554	0	712.119283537304	0	664960394042375	1.07517120516139E15	843704900555997
693.462391395683	7.17053079254209E15	649.431538614677	0	694.700096463286	0	695.672874565284	0	701.76463879903	0	713.835327010792	0	771265623700861	907125542314130	855374955579302
694.789272038548	4.87791210377013E15	651.290227899389	0	696.290849723365	0	697.395302259428	0	703.397227735501	0	715.771356741814	0	639111978801711	983678679250677	815015279757374
696.424044475004	8.39000881848462E15	652.783167725482	0	697.792735964486	0	698.76460356011	0	705.16007352437	0	717.135563642477	0	833062086133515	1.04619559291603E15	795314112525263
697.792735964486	5.60959891933565E15	654.32043858104	0	699.205908937799	0	700.706547275073	0	706.305951387862	0	718.542425367583	0	684068116256054	893914270512893	899442549989515
699.691182267915	7.24369947409864E15	656.306965427032	0	700.970597287748	0	702.073611529951	0	708.376232183548	0	720.213242637629	0	775112358903988	840172275547805	897235325680852
701.235629194619	7.90221760810761E15	657.659296672095	0	702.47054146873	0	703.70507796317	0	709.654138352911	0	722.060217133357	0	808910210426933	892804506868994	854215124597595
702.51453130246	7.5607637608437E15	659.190930172545	0	704.1018521396	0	705.028184304879	0	711.370865374738	0	723.642842274644	0	791565556955847	925518748441033	777666278044588
704.278739703642	8.46317750004117E15	660.945138077211	0	706.041235689017	0	706.614601277485	0	712.778815797385	0	725.006080152883	0	836624734260320	871450521949708	648352631439013
705.953326808162	6.75590826372163E15	662.294007955354	0	707.318728909078	0	708.244430643797	0	714.760016609318	0	726.851473630897	0	749094425360065	908217807059360	751736741943311
707.318728909078	8.39000881848462E15	663.954962548638	0	708.72868517009	0	709.961589953403	0	716.298916896607	0	728.214499835799	0	833062086133515	847222795872037	781481507542405
708.949330776147	8.29245057640922E15	665.300093174375	0	710.754099589838	0	711.414775086973	0	717.794652225008	0	730.060670650202	0	828288052062257	914744006979967	870312114511461
710.886839371681	7.41442639773059E15	666.913115540467	0	711.942664978873	0	713.087106754069	0	719.466592502955	0	731.422587530857	0	784014679526326	919069061860861	769979108003372
712.294899355161	8.29245057640922E15	668.256727760179	0	713.791433675871	0	714.583466920829	0	721.22497757614	0	733.004659376781	0	828288052062257	888351588798913	742447493362649
714.011895140051	7.73149068447565E15	670.179908875601	0	715.595827991261	0	716.123399793872	0	722.763849599122	0	734.938415262969	0	800284874120387	928726795316514	726246689430234
715.419297918723	7.07297255046668E15	671.296110217516	0	717.090691963431	0	717.927261745197	0	724.698165415901	0	736.476682518842	0	766106598417376	910398405173104	675316351373231
716.915191583738	7.31686815565519E15	673.171375562751	0	718.586292875965	0	719.861356663476	0	725.708584872651	0	738.058839185426	0	778940097535575	823486341735583	739771998198407
718.630160183702	7.41442639773059E15	674.687963180219	0	720.258099802835	0	721.22497757614	0	727.335714579406	0	739.597231047017	0	784014679526326	840172275547805	738430615411803
720.169382120552	7.41442639773059E15	675.846808285186	0	722.01636344939	0	722.9831044604	0	729.049422382612	0	741.135716160987	0	784014679526326	890580830920793	751736741943311
721.92865563424	8.29245057640922E15	677.58325201078	0	723.774387746866	0	724.698165415901	0	730.675379837111	0	742.454080100842	0	828288052062257	910398405173104	706876620305304
724.038471914731	8.63390442367313E15	679.407899365694	0	724.962235012317	0	725.928797472871	0	732.609142455079	0	744.520012558607	0	844879159858505	795314112525263	718009220457733
725.225304280861	9.19486431560669E15	680.785645595671	0	726.9391558216	0	727.598755228989	0	734.059704186004	0	746.543362593279	0	871450521949708	802758712707561	747769765746461
726.588425114373	8.46317750004117E15	682.163504200421	0	728.258338773548	0	729.22477357227	0	735.377774003366	0	747.862192574208	0	836624734260320	874856856193883	712464664736635
728.346016465976	8.70707310522968E15	683.894674341557	0	729.840489471728	0	730.895557806626	0	737.047566678239	0	749.576985347427	0	848392186070947	777666278044588	753054423483823
729.884326527319	9.85338244961566E15	685.447583906481	0	731.818106933609	0	732.521471154207	0	738.718424558242	0	750.984906231141	0	901644371031983	836624734260320	706876620305304
731.686599379196	8.87780002886163E15	687.265736006339	0	733.09233061618	0	734.147375744291	0	740.344539276266	0	752.920610499113	0	856533216036192	764811404594383	589063850254420
733.268669372262	7.17053079254209E15	688.816496806637	0	734.630566668537	0	735.817135574591	0	741.970769188954	0	754.240221498521	0	771265623700861	730330583045378	594091513404786
734.938415262969	9.60948684442715E15	690.056237240873	0	736.432845293143	0	737.399267141635	0	743.861237855998	0	755.824404539082	0	890580830920793	762214414397691	649879966020573
736.345170962604	9.12169563405014E15	692.666381517938	0	737.794809594938	0	738.89378505655	0	745.092103202127	0	757.408875451435	0	868030820641405	745113381628930	667935623190595
738.102678264738	7.97538628966416E15	693.683912720849	0	739.333187523491	0	740.563754204166	0	747.114539764414	0	758.730163471185	0	812578756279028	796559710958856	682617280866151
739.684914027459	8.78024178678623E15	695.098861760635	0	741.354939129805	0	742.146154794603	0	748.477295788726	0	760.534813629345	0	851890725392211	838991428477174	639111978801711
741.267249662249	9.51192860235175E15	696.777535120851	0	742.805858764572	0	743.905088871504	0	749.88507709473	0	762.25301991044	0	886116738494164	669418279006495	648352631439013
743.113795427162	9.36559123923864E15	698.102041563033	0	744.520012558607	0	745.179812436516	0	751.293038417305	0	763.926684372596	0	879378110367481	722139700671101	617012498960689
744.871835735388	9.19486431560669E15	699.82324546552	0	746.191497881114	0	747.114539764414	0	753.228802485688	0	765.732606392905	0	871450521949708	775112358903988	607295159397521
746.279213999475	9.12169563405014E15	701.632643094126	0	747.55415419285	0	748.477295788726	0	755.032277957119	0	767.055384074711	0	868030820641405	799045082711153	590744492329443
747.862192574208	1.00972780548042E16	703.044371674055	0	749.313768063698	0	750.105432784495	0	756.353193967301	0	768.818159683781	0	912573792755276	781481507542405	728971827295398
749.489245567961	8.46317750004117E15	704.719428475254	0	750.941030544342	0	751.68893697782	0	757.717223431644	0	770.44944793895	0	836624734260320	658969637753482	517380708991169
751.02878210195	8.87780002886163E15	706.305951387862	0	752.656311295805	0	753.492120025223	0	759.830072094549	0	772.082150068528	0	856533216036192	734391766807355	524989657231684
752.832842417806	9.4387599207952E15	707.848007274076	0	754.196331213807	0	755.2527493916	0	761.416331102858	0	774.022346131104	0	882753854489748	739771998198407	566762170264959
754.064661613441	7.97538628966416E15	709.565293662035	0	755.604916491497	0	756.704407954594	0	762.956990370324	0	775.258787827559	0	812578756279028	753054423483823	563252773239003
755.516125160658	1.03411736599927E16	711.018578164863	0	757.056634312889	0	758.377865540122	0	764.71971448381	0	777.111918412613	0	923373858539345	766106598417376	628159432517555
757.408875451435	8.87780002886163E15	712.603213187635	0	758.730163471185	0	759.698314498286	0	765.953384558184	0	778.790433474285	0	856533216036192	749094425360065	556167550651233
759.037563554174	8.87780002886163E15	714.539578200838	0	760.226356511475	0	761.723838246237	0	767.892744196976	0	780.336246082835	0	856533216036192	782749118282326	623406581644555
760.843283176128	9.92655113117221E15	715.991759455739	0	762.120221709862	0	762.913052637744	0	769.523801542775	0	782.058741297153	0	904937057720970	764811404594383	526874724902656
762.472691366279	9.12169563405014E15	717.442679125128	0	763.882740714735	0	764.763663346484	0	771.155267803955	0	783.64949373845	0	868030820641405	639111978801711	568508745037801
763.838797327832	1.00972780548042E16	719.069819311985	0	765.336022640471	0	766.52584253123	0	773.096177323687	0	785.350916283042	0	912573792755276	623406581644555	471251080203536
765.248117981635	1.18045472911237E16	720.916980988272	0	767.143311970115	0	768.201534761746	0	774.331433269215	0	786.699982771114	0	985692353168256	657463419469058	563252773239003
767.319171207047	9.92655113117221E15	722.147924057287	0	768.598286809468	0	769.611762251408	0	776.053203285396	0	788.51259493871	0	904937057720970	595757972536329	541719170852685
768.818159683781	9.02413739197473E15	723.99462428128	0	770.582408060426	0	771.464213513086	0	777.951617643432	0	790.238510839991	0	863450151091165	688402276507809	538046456160900
770.582408060426	9.92655113117221E15	725.181459663186	0	772.082150068528	0	773.229193085941	0	779.187861130096	0	792.008081196017	0	904937057720970	623406581644555	585688098389018
772.082150068528	1.10728604755582E16	726.851473630897	0	773.714274648211	0	774.684551778625	0	780.954083257655	0	793.601554915051	0	955041543004338	755682893686612	530624770269225
773.978334980649	9.26803299716324E15	728.433693918237	0	775.302808143502	0	776.4944788617	0	782.721836196692	0	795.195461853222	0	874856856193883	643748885879320	524989657231684
775.566936699724	9.99971981272876E15	730.148344336193	0	777.245021437775	0	778.215861964919	0	784.069292149057	0	797.011715597253	0	908217807059360	672373782467784	491839339625338
777.200987028785	9.75582420754025E15	731.949614352181	0	778.613251347277	0	779.629367313786	0	786.036435466694	0	798.739126755872	0	897235325680852	698410726641706	530624770269225
779.010667186269	9.6826555259837E15	733.312505001127	0	780.070906343576	0	780.998145429716	0	787.540050147265	0	800.245995389795	0	893914270512893	605660445370714	573716567485620
780.380303644479	9.6826555259837E15	735.246264991474	0	781.926531940654	0	782.721836196692	0	789.176425214309	0	801.885892915705	0	893914270512893	600729613439877	479592454858326
782.28009847749	1.18045472911237E16	736.784540581915	0	783.64949373845	0	784.445032332562	0	790.857398054005	0	803.305078630667	0	985692353168256	663467776236331	524989657231684
783.605411647023	1.04875110231058E16	738.146517403429	0	785.417059349487	0	786.346148269418	0	792.672310277617	0	805.078509202333	0	929793684577332	648352631439013	517380708991169
785.284773968417	1.15606516859352E16	739.597231047017	0	786.876406890592	0	787.84984312863	0	794.221802337716	0	806.897695120112	0	975582420754025	634441183109051	585688098389018
787.00973094447	1.02436154179173E16	741.706697303646	0	788.601836588397	0	789.574559217577	0	795.860051708756	0	808.362265131525	0	919069061860861	561489849436674	538046456160900
788.690076871306	1.02436154179173E16	743.50943741594	0	790.194378772484	0	791.255647150987	0	797.809074781072	0	810.004257412011	0	919069061860861	660472421091118	556167550651233
790.680853013381	7.31686815565519E15	744.871835735388	0	791.831501287466	0	792.848915611137	0	799.625120009778	0	811.335651648614	0	778940097535575	698410726641706	548990894490388
791.963935717825	1.07314066282943E16	746.718800038307	0	793.424926871865	0	794.841111453382	0	800.777507095183	0	813.600516698994	0	940396007695684	679706319711006	519293398357050
793.823351074393	1.13167560807467E16	748.257968499295	0	795.37314698182	0	796.613076038999	0	802.462774776741	0	815.021207317664	0	965366616511155	536200665279608	427107562298798
795.328976167645	9.36559123923864E15	749.753464038664	0	796.65725643562	0	797.941643559801	0	804.103261538355	0	816.931669099718	0	879378110367481	649879966020573	545367152614951
797.188451002128	9.36559123923864E15	751.293038417305	0	798.650735486515	0	799.492514101638	0	805.611439911733	0	818.531308408859	0	879378110367481	639111978801711	493850960861774
798.694930958706	9.6826555259837E15	753.052264117913	0	800.245995389795	0	801.354284849525	0	807.296999267048	0	820.042602003291	0	893914270512893	637558848975394	405678875348151
800.334409996784	1.01704467363607E16	754.372891134267	0	801.930111914907	0	802.772343338555	0	808.850192360205	0	822.576154534777	0	915827185579668	566762170264959	398279855479428
802.284880369581	9.51192860235175E15	755.824404539082	0	803.393537205899	0	804.546628652087	0	810.936105440522	0	823.910752484808	0	886116738494164	578877540098516	511599737503039
803.57045811808	7.6583220029191E15	757.496688593073	0	805.122750806313	0	806.276157342418	0	812.357266682977	0	825.333264297955	0	796559710958856	628159432517555	541719170852685
805.300725826692	8.63390442367313E15	759.477725311356	0	806.853441262012	0	807.518286683312	0	814.177418295019	0	827.068595668292	0	844879159858505	577162343617027	479592454858326
806.809187706466	8.39000881848462E15	761.018986631729	0	808.316995359469	0	809.382426042729	0	815.910412446859	0	828.891977071296	0	833062086133515	654440583137941	449721274994758
808.272731882962	8.70707310522968E15	762.516626446373	0	809.91470209926	0	811.0689494542	0	817.731447339595	0	830.716679947752	0	848392186070947	613790479554462	350622023755715
809.959982726636	1.08289648703697E16	764.124434192647	0	811.291368302924	0	812.88977367992	0	819.419914465249	0	832.274313588181	0	944603617108264	600729613439877	487791210377013
811.957661407602	8.53634618159772E15	765.688651404294	0	813.511921621065	0	814.311330521505	0	821.109744958862	0	833.965336310198	0	840172275547805	563252773239003	485754494966400
813.378024333303	9.99971981272876E15	767.804806465086	0	814.75537300033	0	816.443180909249	0	823.110372697422	0	835.612170954537	0	908217807059360	617012498960689	467024527740227
814.976900926258	8.95096871041818E15	769.126993562698	0	816.931669099718	0	817.86542336815	0	824.755562919268	0	837.437830767866	0	859998637671206	573716567485620	467024527740227
816.620443075496	9.02413739197473E15	770.846337066823	0	818.575635597816	0	819.109596294293	0	826.267945077619	0	838.68432274733	0	863450151091165	493850960861774	548990894490388
818.354002155958	8.04855497122071E15	772.567142656394	0	820.131273377454	0	820.309626673706	0	827.780563317114	0	840.776803345403	0	816230814034241	526874724902656	462759374220516
820.842694362701	6.82907694527818E15	774.199394152138	0	822.354413231536	0	822.931960361838	0	829.737213658642	0	842.469714629373	0	753054423483823	503788595791074	467024527740227
822.042977125678	8.95096871041818E15	775.700005795403	0	823.999463972387	0	824.844282613526	0	831.473276890369	0	844.294994858934	0	859998637671206	513533958910399	420086137773903
823.999463972387	9.92655113117221E15	777.642346470717	0	825.377626786934	0	826.223578449693	0	832.986614417443	0	845.809411576504	0	904937057720970	607295159397521	505752691332583
825.288902018312	1.02436154179173E16	778.87852598241	0	827.201707599473	0	828.358443326758	0	834.722129499178	0	847.50158512942	0	919069061860861	563252773239003	451920414148243
827.157336758447	1.08289648703697E16	780.689717137025	0	828.981742483498	0	829.515307455245	0	836.191433602834	0	849.461373289823	0	944603617108264	554382096442863	499837251680109
828.981742483498	9.6826555259837E15	782.28009847749	0	830.539139054456	0	831.606443009731	0	838.194798909064	0	851.020339931414	0	893914270512893	536200665279608	422439579929253
830.627909155396	9.60948684442715E15	784.003164381574	0	831.962568797408	0	833.475966151718	0	839.84207372961	0	852.446026596578	0	890580830920793	505752691332583	350622023755715
