t(s),Flux surface 1: solute,Flux surface 2: solute,Average T volume 1,Total 1 volume 1,Total 2 volume 1,Total 3 volume 1,Total 4 volume 1
0.1,-1.9920367989668872e+19,-6.374353743507921e-60,299.9999999999997,0.0,0.0,0.0,4.107805245127017e+17
0.19090909090909092,-2.1370684538561733e+19,-2.651620124158755e-59,299.9999999999997,0.0,0.0,0.0,6.873801174699062e+17
0.2909090909090909,-2.211813600349113e+19,-3.1422468255056576e-59,299.9999999999997,0.0,0.0,0.0,9.20206656960281e+17
0.4009090909090909,-2.2586486824366277e+19,1.2520250295835627e-58,299.9999999999997,0.0,0.0,0.0,1.1267251179265711e+18
0.5219090909090909,-2.2910107055016817e+19,3.35013065938958e-58,299.9999999999997,0.0,0.0,0.0,1.3160721189477105e+18
0.6550090909090909,-2.315385076371836e+19,-2.2228833584804315e-58,299.9999999999997,0.0,0.0,0.0,1.4925662700455107e+18
0.8014190909090909,-2.3349496075657798e+19,-1.1705894132388109e-57,299.9999999999997,0.0,0.0,0.0,1.6580177264773837e+18
0.962470090909091,-2.3513396329662005e+19,2.488690233174615e-58,299.9999999999997,0.0,0.0,0.0,1.812806716872061e+18
1.139626190909091,-2.365459452900888e+19,2.4759499668969333e-57,299.9999999999997,0.0,0.0,0.0,1.9562997842564273e+18
1.3344979009090912,-2.3778407000066593e+19,-4.9798000664542076e-58,299.9999999999997,0.0,0.0,0.0,2.0868426020677663e+18
1.5488567819090913,-2.3888173670030926e+19,-3.5652274705464e-57,299.9999999999997,0.0,0.0,0.0,2.2009780126215913e+18
1.7846515510090915,-2.3986862153318736e+19,1.3392628053080758e-57,299.9999999999997,0.0,0.0,0.0,2.2903247752269253e+18
2.0440257970190916,-8.110257308467636e+17,3.4337530426434664e-57,299.9999999999997,0.0,0.0,0.0,2.3311110337607946e+18
2.3293374676300918,-2.015536248989145e+17,-2.5395068557630032e-57,299.9999999999997,0.0,0.0,0.0,2.3479997888335667e+18
2.643180305302192,-8.223331077440734e+16,-5.349890068106243e-58,299.9999999999997,0.0,0.0,0.0,2.355256020793023e+18
2.988407426741502,-4.139670408547795e+16,-1.483106948072623e-57,299.9999999999997,0.0,0.0,0.0,2.3586608146924027e+18
3.3681572603247436,-2.4062434615992896e+16,7.067391132098387e-57,299.9999999999997,0.0,0.0,0.0,2.3604232463911296e+18
3.785882077266309,-1.5557047161798796e+16,-1.029811047682538e-56,299.9999999999997,0.0,0.0,0.0,2.361421239981507e+18
4.245379375902031,-1.085438400134923e+16,9.224905578909449e-57,299.9999999999997,0.0,0.0,0.0,2.3620307163988214e+18
4.750826404401325,-7984107658693136.0,-5.804165929832649e-57,299.9999999999997,0.0,0.0,0.0,2.362426477583278e+18
5.306818135750548,-6090537622012461.0,2.3845507478982952e-57,299.9999999999997,0.0,0.0,0.0,2.3626964828999245e+18
5.918409040234694,-4766013507425272.0,-1.941291866026917e-58,299.9999999999997,0.0,0.0,0.0,2.3628881862941476e+18
6.591159035167255,-3798688522811710.0,-6.283626632153731e-58,299.9999999999997,0.0,0.0,0.0,2.3630288031565194e+18
7.331184029593072,-3069394813104374.0,5.9775139529371594e-58,299.9999999999997,0.0,0.0,0.0,2.3631347696054636e+18
8.145211523461471,-2506301730434013.0,-3.1568405586879875e-58,299.9999999999997,0.0,0.0,0.0,2.363216456134444e+18
9.04064176671671,-2063530687366917.2,1.0544539048977906e-58,299.9999999999997,0.0,0.0,0.0,2.363280653907771e+18
10.025615034297473,-1710363380651138.2,-1.7065117492504464e-59,299.9999999999997,0.0,0.0,0.0,2.3633319537545974e+18
